Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
20:09:53:05.953,61,0.5928946733,0.0532201231,0.1393473148,0.0000000000,0.0000000000,0.5684788823,0.0000000000,0.5951212049,0.0541249514,0.0000000000,0.1111772209,0.0000000000,0.5687083006,0.0000000000,0.1769729555,0.0000000000,0.0558393002,0.3145622015,0.0075824154,0.0501135625,0.0000000000,0.0000000000,0.0017943550,0.6903591156,0.6838717461,0.0000000000,0.0000000000,0.0721651688,0.0774253085,0.2892673314,0.3138663173,0.0226101819,0.0061610006,0.0304862615,0.0449444763,0.0646163598,0.0657201931,0.6331831217,0.6257311106,0.4852217734,0.4874774516,0.5835292339,0.5834982395,0.0278716497,0.0000000000,0.0000000000,0.0000000000,0.5220676064,0.5477021933,0.4334387183,0.4544357955,0.0000003463,0.1564329118,0.1773898005,-0.0179193728,0.0822789744,0.0300966799,0.0068570799,0.0767341256,0.0301004611,0.0085097421
20:09:53:07.953,61,0.8640410304,0.0753347576,0.1146599799,0.0000000000,0.0000000000,0.6509344578,0.0000000000,0.8643835187,0.0762299821,0.0000000000,0.0875060260,0.0000000000,0.6513595581,0.0000000000,0.2032590508,0.0000000000,0.0968829542,0.4605093598,0.0077821030,0.0493332595,0.0000000000,0.0000000000,0.0020049151,0.6407292485,0.6419690847,0.0000000000,0.0000000000,0.0721410960,0.0772728920,0.3934632242,0.4591898024,0.0221546981,0.0060452591,0.0308665764,0.0523734093,0.0723942220,0.0748907551,0.6709986329,0.6651014090,0.5521143079,0.5783075094,0.7339832187,0.7340177298,0.0276045855,0.0000000000,0.0000000000,0.0000000000,0.4856254160,0.5400478244,0.5605359077,0.5967903137,0.0000003444,0.1550040841,0.1934633851,-0.0154232485,0.0678140521,0.0422478095,0.0062270686,0.0629792660,0.0422513969,0.0087658837
20:09:53:09.953,61,0.8866011500,0.1136520803,0.1091663241,0.0000000000,0.0000000000,0.6966447830,0.0000000000,0.8872653246,0.1147315353,0.0000000000,0.0817397237,0.0000000000,0.6973423958,0.0000000000,0.2228725702,0.0000000000,0.1252884418,0.5118616223,0.0080535719,0.0486902930,0.0000000000,0.0000000000,0.0070912018,0.6272073984,0.6305637956,0.0000000000,0.0000000000,0.0722640455,0.0774304271,0.4321374893,0.5272589326,0.0217107348,0.0058131209,0.0380485915,0.0646985546,0.0787698627,0.0820074603,0.6867917776,0.6850600839,0.6016554236,0.6264238954,0.8042035699,0.8044002652,0.0273032971,0.0000000000,0.0000000000,0.0000000000,0.4806486964,0.5441941023,0.6383589506,0.6751203537,0.0000000044,0.1532902122,0.2128924727,-0.0113724917,0.0641915202,0.0635246038,0.0069288127,0.0596767925,0.0635272563,0.0109431874
20:09:53:11.953,61,0.7227462530,0.1527458280,0.1099727452,0.0000000000,0.0000000000,0.7171164751,0.0000000000,0.7710045576,0.1540585160,0.0000000000,0.0816980302,0.0000000000,0.7179847956,0.0000000000,0.2400290072,0.0000000000,0.1345516145,0.5388669968,0.0084580788,0.0482645072,0.0000000000,0.0000000000,0.0115229031,0.6197934151,0.6248207688,0.0000000000,0.0000000000,0.0726051554,0.0795409828,0.4527551532,0.5585468411,0.0213581994,0.0055923467,0.0433602370,0.0702601746,0.0832136571,0.0869901553,0.6880093813,0.6908000112,0.6221548319,0.6485866904,0.8363022804,0.8365649581,0.0267728791,0.0000000000,0.0000000000,0.0000000000,0.4703951776,0.5476432443,0.6698313951,0.7105576396,0.0000000009,0.1512165666,0.2364820689,-0.0063161296,0.0640226901,0.0852757394,0.0080012307,0.0597829036,0.0852773488,0.0135365538
20:09:53:13.953,61,0.7511594296,0.1387882233,0.1009789258,0.0000000000,0.0000000000,0.7350813746,0.0000000000,0.7504231930,0.1399346143,0.0000000000,0.0742819458,0.0000000000,0.7364484072,0.0000000000,0.2464674711,0.0000000000,0.0998818204,0.5506251454,0.0089585194,0.0479124747,0.0000000000,0.0000000000,0.0129510108,0.6022158265,0.6115830541,0.0000000000,0.0000000000,0.0729254708,0.0803770870,0.4823316634,0.5751342177,0.0210638680,0.0053680348,0.0505883284,0.0747130960,0.0867451057,0.0898704603,0.6767377257,0.6755288839,0.6289464235,0.6551076770,0.8549186587,0.8551504612,0.0261389110,0.0000000000,0.0000000000,0.0000000000,0.4597380161,0.5419450998,0.6969359517,0.7317696810,0.0000000000,0.1504595578,0.2573049068,-0.0014873617,0.0595884658,0.0774350166,0.0070008915,0.0549755879,0.0774367303,0.0119515192
20:09:53:15.954,61,0.7535424232,0.1375534087,0.0911208615,0.0000000000,0.0000000000,0.7445064783,0.0000000000,0.7515548468,0.1386021078,0.0000000000,0.0656262115,0.0000000000,0.7459151745,0.0000000000,0.2463230789,0.0000000000,0.0922190547,0.5569269657,0.0095665855,0.0478093959,0.0000000000,0.0000000000,0.0133058550,0.5742847323,0.5694828629,0.0000000000,0.0000000000,0.0730875507,0.0807520077,0.4981335998,0.5869430304,0.0208083633,0.0051042028,0.0572346561,0.0787745342,0.0886335000,0.0914865136,0.6696473360,0.6707549691,0.6327612996,0.6559168100,0.8663832545,0.8665473461,0.0255223811,0.0000000000,0.0000000000,0.0000000000,0.4358224273,0.4953668714,0.7191198468,0.7438426018,0.0000000264,0.1486542523,0.2736893594,0.0021322272,0.0543536916,0.0766679943,0.0062548020,0.0495773591,0.0766695738,0.0111345444
20:09:53:17.954,61,0.8003747463,0.1464564204,0.0812298730,0.0000000000,0.0000000000,0.7488045096,0.0000000000,0.7998388410,0.1474566907,0.0000000000,0.0565572418,0.0000000000,0.7502774596,0.0000000000,0.2463454902,0.0000000000,0.0824935213,0.5600327253,0.0102228578,0.0477150567,0.0001208488,0.0000000000,0.0130556040,0.5411537290,0.5511071682,0.0000000000,0.0000000000,0.0732451528,0.0809981450,0.5404559970,0.6062857509,0.0206221249,0.0047927713,0.0625143275,0.0819688365,0.0895470008,0.0921802521,0.6594272256,0.6593386531,0.6285612583,0.6500084400,0.8722009659,0.8723421693,0.0250730254,0.0000000000,0.0000000000,0.0000000000,0.4256715775,0.4834441543,0.7282539010,0.7502891421,0.0000000247,0.1465987414,0.2856164873,0.0046081007,0.0488410927,0.0815346837,0.0056755743,0.0440818407,0.0815359205,0.0108920168
20:09:53:19.954,61,0.8126138449,0.1442878842,0.0758050606,0.0000000000,0.0000000000,0.7515651584,0.0000000000,0.8117783666,0.1452266276,0.0000000000,0.0519069284,0.0000000000,0.7531255484,0.0000000000,0.2450307310,0.0000000000,0.0758535191,0.5616520047,0.0109148491,0.0475135334,0.0004449877,0.0000000000,0.0117845517,0.5306541324,0.5434783101,0.0000000000,0.0000000000,0.0733304694,0.0810833797,0.5526905060,0.6125562787,0.0205067284,0.0044803536,0.0667721853,0.0848601460,0.0901133493,0.0925728083,0.6399073601,0.6319109797,0.6110286713,0.6315855980,0.8752360344,0.8753620386,0.0249652993,0.0000000000,0.0000000000,0.0000000000,0.4210697711,0.4846048951,0.7332502604,0.7540697455,0.0000000339,0.1465936005,0.2965675592,0.0090603931,0.0460335910,0.0802891403,0.0052403281,0.0411239751,0.0802903473,0.0103527345
20:09:53:21.954,61,0.8193196058,0.1268943250,0.0802177787,0.0000000000,0.0000000000,0.7582148910,0.0000000000,0.8183684349,0.1277921200,0.0000000000,0.0565922894,0.0000000000,0.7598359585,0.0000000000,0.2432983965,0.0000000000,0.0714148208,0.5620977283,0.0115493555,0.0472656526,0.0007360111,0.0000000000,0.0101283239,0.5252094269,0.5393030047,0.0000000000,0.0000000000,0.0734142214,0.0811557993,0.5554252863,0.6155299544,0.0203994531,0.0041964548,0.0694135055,0.0866540521,0.0906763747,0.0929872990,0.6337293386,0.6235720515,0.6024833322,0.6202228069,0.8781198263,0.8782151341,0.0248188470,0.0000000000,0.0000000000,0.0000000000,0.4184227288,0.4836021662,0.7363952994,0.7565540075,0.0000000289,0.1464508772,0.3003947139,0.0097615840,0.0489126593,0.0706653446,0.0053062718,0.0436739810,0.0706668198,0.0097218994
20:09:53:23.955,61,0.8226358294,0.1242534220,0.0769913793,0.0000000000,0.0000000000,0.7691687942,0.0000000000,0.8217290044,0.1251110435,0.0000000000,0.0538386926,0.0000000000,0.7708074450,0.0000000000,0.2424371839,0.0000000000,0.0692969039,0.5620313287,0.0122503256,0.0472089201,0.0010256293,0.0000000000,0.0092237704,0.5219979286,0.5366768241,0.0000000000,0.0000000000,0.0733060315,0.0810087472,0.5465029478,0.6147992611,0.0203054659,0.0039284667,0.0741878599,0.0908192769,0.0913249552,0.0935368389,0.6293656230,0.6168122292,0.5964646339,0.6129643917,0.8803766370,0.8804561496,0.0247043278,0.0000000000,0.0000000000,0.0000000000,0.4160684943,0.4832786620,0.7451810241,0.7661651969,0.0000000000,0.1454228908,0.3033984005,0.0098856753,0.0472508147,0.0691762418,0.0050412542,0.0419210158,0.0691777319,0.0093457866
20:09:53:25.955,61,0.8345111012,0.1034308970,0.0784386769,0.0000000000,0.0000000000,0.7886648178,0.0000000000,0.8340710402,0.1042043641,0.0000000000,0.0559588224,0.0000000000,0.7900052667,0.0000000000,0.2323193550,0.0000000000,0.0669688880,0.5592800379,0.0127276406,0.0472071879,0.0013546330,0.0000000000,0.0045482442,0.5189011097,0.5151950717,0.0000000000,0.0000000000,0.0731694177,0.0807222202,0.5370703936,0.6033295393,0.0201187301,0.0036646537,0.0773066804,0.0954862088,0.0942542553,0.0952535123,0.6274081469,0.6136620045,0.5943844318,0.6094759703,0.8883033395,0.8883330226,0.0244795419,0.0000000000,0.0000000000,0.0000000000,0.4150852859,0.4823530614,0.7488119006,0.7687823772,0.0000000000,0.1454892009,0.2980302274,0.0072648288,0.0485833772,0.0576258600,0.0048141754,0.0428563543,0.0576276518,0.0082959533
20:09:53:27.955,61,0.8274030089,0.1105698198,0.0716544911,0.0000000000,0.0000000000,0.7974138856,0.0000000000,0.8271495700,0.1113219410,0.0000000000,0.0496539697,0.0000000000,0.7985650897,0.0000000000,0.2104476690,0.0000000000,0.0655500665,0.5563156009,0.0131517285,0.0472349003,0.0017053060,0.0000000000,0.0014650807,0.5115469098,0.4938042760,0.0000000000,0.0000000000,0.0730274543,0.0803766847,0.5165410638,0.5807064176,0.0199222229,0.0034248268,0.0789488405,0.0974098817,0.0964386910,0.0973360240,0.6263309717,0.6105149984,0.5933049321,0.6023728848,0.9018747807,0.9018784761,0.0239013825,0.0000000000,0.0000000000,0.0000000000,0.4099571109,0.4554384053,0.7528543472,0.7702198029,0.0000000000,0.1454287171,0.2866856456,0.0025972435,0.0447438322,0.0615452155,0.0044863950,0.0390802808,0.0615468211,0.0082390960
20:09:53:29.955,61,0.8577464223,0.1131964475,0.0648754910,0.0000000000,0.0000000000,0.8048354983,0.0000000000,0.8588617444,0.1139051989,0.0000000000,0.0434958227,0.0000000000,0.8059071302,0.0000000000,0.2042994350,0.0000000000,0.0645988435,0.5549352169,0.0135917338,0.0469747148,0.0019656387,0.0000000000,0.0000000000,0.5092678666,0.4872979224,0.0000000000,0.0000000000,0.0731081441,0.0802884996,0.5038529634,0.5714465976,0.0197610073,0.0032944370,0.0801489279,0.0985575914,0.1023367122,0.1034984067,0.6257827878,0.6024438143,0.5899296999,0.5896062851,0.9089077711,0.9089086056,0.0229025651,0.0000000000,0.0000000000,0.0000000000,0.4085913002,0.4582051933,0.7758607268,0.7919135690,0.0000000000,0.1464474499,0.2733840346,-0.0017486431,0.0410045162,0.0629600510,0.0040735798,0.0353375040,0.0629615486,0.0079221092
20:09:53:31.955,61,0.8933762908,0.1103351265,0.0638716444,0.0000000000,0.0000000000,0.8104953170,0.0000000000,0.8930106759,0.1110244393,0.0000000000,0.0426057465,0.0000000000,0.8115357161,0.0000000000,0.2026320994,0.0000000000,0.0637673214,0.5506795645,0.0140120080,0.0465610288,0.0021881203,0.0000000000,0.0000000000,0.5081403852,0.4866221249,0.0000000000,0.0000000000,0.0732615367,0.0802693292,0.4821482301,0.5515561104,0.0196315199,0.0032527847,0.0819321051,0.0995525122,0.1099980772,0.1109164730,0.6252893806,0.5926324129,0.5861666203,0.5819428563,0.9123243093,0.9123253226,0.0219824687,0.0000000000,0.0000000000,0.0000000000,0.4107558429,0.4713611305,0.7872063518,0.8038554788,0.0000000000,0.1464474499,0.2733840346,-0.0017486431,0.0404697806,0.0613664091,0.0039665815,0.0348033421,0.0613679923,0.0077088666
20:09:53:33.957,61,0.9040623307,0.1012361720,0.0585778914,0.0000000000,0.0000000000,0.8172670007,0.0000000000,0.9034667611,0.1018488109,0.0000000000,0.0379476994,0.0000000000,0.8181383014,0.0000000000,0.2028832436,0.0000000000,0.0630589053,0.5436193943,0.0144670317,0.0462330841,0.0024010069,0.0000000000,0.0000000000,0.5070801377,0.4856914878,0.0000000000,0.0000000000,0.0733686090,0.0801673383,0.4733651280,0.5403839946,0.0195502918,0.0032834646,0.0833507031,0.1004417166,0.1147322729,0.1153521687,0.6247130036,0.5878514647,0.5816649795,0.5751212239,0.9142993689,0.9142998457,0.0211809110,0.0000000000,0.0000000000,0.0000000000,0.4140247107,0.4747371674,0.7930342555,0.8089047074,0.0000000000,0.1442782134,0.2481116056,-0.0093963053,0.0376584865,0.0562879443,0.0035096677,0.0319458358,0.0562897436,0.0069084927
20:09:53:35.957,61,0.8737480044,0.0891159475,0.0534498133,0.0000000000,0.0000000000,0.8244798183,0.0000000000,0.8751056194,0.0896459073,0.0000000000,0.0333650187,0.0000000000,0.8251844049,0.0000000000,0.2030654401,0.0000000000,0.0625107214,0.5404520035,0.0149311414,0.0460105836,0.0026040748,0.0000000000,0.0000000000,0.5064882636,0.4857541025,0.0000000000,0.0000000000,0.0734054670,0.0800095573,0.4684248567,0.5344752669,0.0194899943,0.0033436583,0.0841846243,0.1010123938,0.1170315519,0.1176592112,0.6235358715,0.5829270482,0.5683364868,0.5635821223,0.9152973890,0.9152980447,0.0204719119,0.0000000000,0.0000000000,0.0000000000,0.4153978229,0.4765874743,0.7956228256,0.8112422228,0.0000000000,0.1417095214,0.2426343262,-0.0099156583,0.0348927565,0.0495384708,0.0030525508,0.0291895904,0.0495406203,0.0060033123
20:09:53:37.957,61,0.8237598538,0.0694967285,0.0469834916,0.0000000000,0.0000000000,0.8349559903,0.0000000000,0.8536858559,0.0699139461,0.0000000000,0.0277058464,0.0000000000,0.8356056809,0.0000000000,0.2032482028,0.0000000000,0.0630768985,0.5386805534,0.0153513886,0.0457192697,0.0027228426,0.0000000000,0.0000000000,0.5012952685,0.4858808815,0.0000000000,0.0000000000,0.0733690560,0.0799488053,0.4656569958,0.5319069624,0.0194191393,0.0033471789,0.0849356204,0.1016574204,0.1182888970,0.1191570982,0.6223834753,0.5775582790,0.5591177940,0.5595514774,0.9157806635,0.9157868028,0.0197933558,0.0000000000,0.0000000000,0.0000000000,0.4155401886,0.4821177423,0.7917413712,0.8123154640,0.0000000000,0.1381099224,0.2376022637,-0.0094594005,0.0314747840,0.0386296362,0.0024963832,0.0257222466,0.0386323519,0.0047170692
20:09:53:39.957,61,0.8463813663,0.0671777949,0.0514818765,0.0000000000,0.0000000000,0.8392797112,0.0000000000,0.8474267125,0.0676156953,0.0000000000,0.0317836106,0.0000000000,0.8399003744,0.0000000000,0.2030721456,0.0000000000,0.0627634302,0.5374239683,0.0157518201,0.0453993045,0.0028450433,0.0000000000,0.0000000000,0.4995941818,0.4861541092,0.0000000000,0.0000000000,0.0732890442,0.0797483847,0.4646666050,0.5307168961,0.0193564855,0.0033198723,0.0854069516,0.1020146310,0.1186871529,0.1197759211,0.6184814572,0.5714316368,0.5514854193,0.5529458523,0.9160534739,0.9160620570,0.0193253942,0.0000000000,0.0000000000,0.0000000000,0.4157047868,0.4837591350,0.7882180810,0.8100777864,0.0000000000,0.1365457624,0.2384096980,-0.0072769993,0.0339563861,0.0373641700,0.0027133273,0.0282118209,0.0373669378,0.0048500090
20:09:53:41.958,61,0.8284900784,0.0662825406,0.0534345396,0.0000000000,0.0000000000,0.8416515589,0.0000000000,0.8322855234,0.0667295977,0.0000000000,0.0335322320,0.0000000000,0.8422525525,0.0000000000,0.2026511878,0.0000000000,0.0625153109,0.5366351604,0.0161609501,0.0452445522,0.0029790946,0.0000000000,0.0000000000,0.4984619021,0.4860269427,0.0000000000,0.0000000000,0.0731738433,0.0794573128,0.4692692757,0.5333565474,0.0193164013,0.0032567456,0.0857815593,0.1022991017,0.1184354648,0.1197252646,0.6143594980,0.5682867765,0.5482462645,0.5490881801,0.9162034988,0.9162133336,0.0190283060,0.0000000000,0.0000000000,0.0000000000,0.4156278670,0.4824694693,0.7803611159,0.7986807823,0.0000000000,0.1366439909,0.2426001728,-0.0045115226,0.0350206234,0.0368766040,0.0028055543,0.0292921476,0.0368794240,0.0049110795
20:09:53:43.958,61,0.8073239923,0.0570892021,0.0525422692,0.0000000000,0.0000000000,0.8438960314,0.0000000000,0.8138273954,0.0574976690,0.0000000000,0.0327171683,0.0000000000,0.8444943428,0.0000000000,0.2023609430,0.0000000000,0.0622117445,0.5365024209,0.0164865106,0.0451624915,0.0030898664,0.0000000000,0.0000000000,0.4979543388,0.4862772822,0.0000000000,0.0000000000,0.0730966479,0.0792542174,0.4804114401,0.5439431071,0.0192545298,0.0031571963,0.0861991420,0.1027345285,0.1179532930,0.1194421351,0.6126139164,0.5667455196,0.5468081236,0.5475946069,0.9164195657,0.9164305329,0.0187521633,0.0000000000,0.0000000000,0.0000000000,0.4153027534,0.4820225537,0.7724208236,0.7922766805,0.0000000000,0.1369613111,0.2462328076,-0.0024791330,0.0345344283,0.0317747071,0.0026566538,0.0288409106,0.0317778178,0.0044265916
20:09:53:45.958,61,0.8399075866,0.0353523120,0.0553558543,0.0000000000,0.0000000000,0.8491418362,0.0000000000,0.8441289663,0.0356957056,0.0000000000,0.0354982018,0.0000000000,0.8497710228,0.0000000000,0.2021285892,0.0000000000,0.0617339723,0.5363427401,0.0167145580,0.0450547524,0.0031920669,0.0000000000,0.0000000000,0.4969663322,0.4860773981,0.0000000000,0.0000000000,0.0727932006,0.0788094029,0.4853908420,0.5480452776,0.0191724263,0.0029858262,0.0868695974,0.1042136550,0.1172104925,0.1189245209,0.6114778519,0.5654597878,0.5462785363,0.5469607711,0.9162702560,0.9162833095,0.0185138155,0.0000000000,0.0000000000,0.0000000000,0.4147732258,0.4820547700,0.7635173202,0.7876646519,0.0000000000,0.1388127953,0.2489717007,-0.0005122297,0.0362483189,0.0197311789,0.0025494746,0.0304810964,0.0197355263,0.0035141474
20:09:53:47.958,61,0.8464068174,0.0252403058,0.0580689423,0.0000000000,0.0000000000,0.8535621762,0.0000000000,0.8503085375,0.0255590901,0.0000000000,0.0381557718,0.0000000000,0.8541989923,0.0000000000,0.2019092590,0.0000000000,0.0613904372,0.5361805558,0.0168838948,0.0449620560,0.0032676591,0.0000000000,0.0000000000,0.4954059422,0.4855856895,0.0000000000,0.0000000000,0.0724292323,0.0783081353,0.4879345596,0.5503498912,0.0190884601,0.0027981722,0.0875684768,0.1053927168,0.1164818183,0.1183271632,0.6107053757,0.5645167232,0.5463364720,0.5468750000,0.9159968495,0.9160121083,0.0182039291,0.0000000000,0.0000000000,0.0000000000,0.4130606055,0.4819563925,0.7586418986,0.7844616771,0.0000000000,0.1390323937,0.2497198135,0.0012536198,0.0378766060,0.0141328126,0.0025461272,0.0320163034,0.0141373836,0.0031331833
20:09:53:49.958,61,0.8234153986,0.0296858922,0.0540027209,0.0000000000,0.0000000000,0.8555704355,0.0000000000,0.8312777877,0.0300015304,0.0000000000,0.0343173817,0.0000000000,0.8562112451,0.0000000000,0.2015744150,0.0000000000,0.0609280691,0.5359693170,0.0170933120,0.0449044406,0.0033683102,0.0000000000,0.0000000000,0.4944307208,0.4850228131,0.0000000000,0.0000000000,0.0721121058,0.0778721273,0.4890750349,0.5513079166,0.0190360956,0.0026547711,0.0880045295,0.1059720069,0.1157254502,0.1176949963,0.6099504232,0.5636569858,0.5459123850,0.5461795926,0.9158582687,0.9158747196,0.0179810934,0.0000000000,0.0000000000,0.0000000000,0.4121269286,0.4814726114,0.7559115291,0.7816163301,0.0000000000,0.1396424770,0.2487658411,0.0026518437,0.0355342478,0.0165837035,0.0024273689,0.0297550000,0.0165881999,0.0031829374
20:09:53:51.959,61,0.8273329139,0.0405234694,0.0529345647,0.0000000000,0.0000000000,0.8564688563,0.0000000000,0.8348318338,0.0408731960,0.0000000000,0.0331575386,0.0000000000,0.8571249843,0.0000000000,0.2010736912,0.0000000000,0.0604177415,0.5356387496,0.0172360390,0.0447549932,0.0034589923,0.0000000000,0.0000000000,0.4936078787,0.4846361876,0.0000000000,0.0000000000,0.0718293861,0.0775051862,0.4894259572,0.5516650677,0.0189714972,0.0024950195,0.0883660391,0.1064275578,0.1150267199,0.1171131730,0.6096199155,0.5631480217,0.5458878875,0.5461225510,0.9158568978,0.9158756733,0.0177098140,0.0000000000,0.0000000000,0.0000000000,0.4112947583,0.4814345837,0.7541807890,0.7803446054,0.0000000000,0.1411278546,0.2462142855,0.0038200140,0.0348182470,0.0225895792,0.0024955384,0.0291248821,0.0225938447,0.0036558318
20:09:53:53.959,61,0.8274874091,0.0524714291,0.0508876555,0.0000000000,0.0000000000,0.8561751246,0.0000000000,0.8350701928,0.0528528169,0.0000000000,0.0308968239,0.0000000000,0.8568449020,0.0000000000,0.1997480839,0.0000000000,0.0604212880,0.5350578427,0.0174059644,0.0445886441,0.0036215659,0.0000000000,0.0000000000,0.4931156039,0.4842062294,0.0000000000,0.0000000000,0.0716732666,0.0772460327,0.4829600155,0.5485484600,0.0189212393,0.0023934916,0.0885679200,0.1065936089,0.1145698950,0.1167852953,0.6093553305,0.5628169775,0.5453718305,0.5447176099,0.9160696268,0.9160898924,0.0174852200,0.0000000000,0.0000000000,0.0000000000,0.4107820392,0.4807952046,0.7531946301,0.7795120478,0.0000000000,0.1412201673,0.2440879047,0.0031234170,0.0334312692,0.0292063877,0.0025082026,0.0279477872,0.0292104445,0.0041263234
20:09:53:55.959,61,0.8558640480,0.0762319863,0.0516609177,0.0000000000,0.0000000000,0.8483910561,0.0000000000,0.8523690104,0.0767029747,0.0000000000,0.0312205870,0.0000000000,0.8489866853,0.0000000000,0.1985067874,0.0000000000,0.0601527579,0.5316331387,0.0175807979,0.0444340259,0.0038031200,0.0000000000,0.0000000000,0.4931736588,0.4836810231,0.0000000000,0.0000000000,0.0716109723,0.0769689530,0.4811660349,0.5467663407,0.0188669302,0.0023387838,0.0884477645,0.1063601375,0.1140239015,0.1162060946,0.6092001200,0.5631327629,0.5455251932,0.5439888239,0.9162644744,0.9162842631,0.0173351038,0.0000000000,0.0000000000,0.0000000000,0.4119438529,0.4695934057,0.7532363534,0.7786417603,0.0000000000,0.1423133314,0.2424670011,0.0027668313,0.0336046442,0.0423844531,0.0027757077,0.0282684155,0.0423879065,0.0052875006
20:09:53:57.959,61,0.8635106683,0.0832727924,0.0525377505,0.0000000000,0.0000000000,0.8457336426,0.0000000000,0.8592441678,0.0837751031,0.0000000000,0.0318549313,0.0000000000,0.8463500738,0.0000000000,0.1977220774,0.0000000000,0.0599276535,0.5286057591,0.0176629722,0.0443525389,0.0039461795,0.0000000000,0.0000000000,0.4929621220,0.4831961691,0.0000000000,0.0000000000,0.0713135079,0.0765046701,0.4799812138,0.5456171632,0.0187743139,0.0022178637,0.0886743218,0.1065467000,0.1135480702,0.1157473177,0.6095656753,0.5636011958,0.5511298180,0.5471506119,0.9166039824,0.9166239500,0.0169984344,0.0000000000,0.0000000000,0.0000000000,0.4123207629,0.4679802060,0.7533918023,0.7785720825,0.0000000000,0.1427523941,0.2412733734,0.0030900098,0.0339823738,0.0462927371,0.0028903526,0.0287170671,0.0462960564,0.0056711235
20:09:53:59.960,61,0.8677125573,0.0781894252,0.0517200194,0.0000000000,0.0000000000,0.8446651101,0.0000000000,0.8635297418,0.0786678419,0.0000000000,0.0312146563,0.0000000000,0.8452820778,0.0000000000,0.1970722973,0.0000000000,0.0597822294,0.5266826749,0.0176789444,0.0442411564,0.0040631546,0.0000000000,0.0000000000,0.4932933748,0.4831382036,0.0000000000,0.0000000000,0.0710096583,0.0760110468,0.4791727960,0.5446949005,0.0187007338,0.0021030798,0.0891106799,0.1069491729,0.1133152246,0.1154910699,0.6100888848,0.5642018318,0.5568244457,0.5501046777,0.9170664549,0.9170860052,0.0166380536,0.0000000000,0.0000000000,0.0000000000,0.4129754901,0.4673116803,0.7544791102,0.7787489295,0.0000000000,0.1435553432,0.2411053032,0.0039801844,0.0335989445,0.0434700921,0.0027959365,0.0282915868,0.0434735008,0.0053833374
20:09:54:01.960,61,0.8705342412,0.0722168609,0.0515967384,0.0000000000,0.0000000000,0.8443933725,0.0000000000,0.8683106899,0.0726730525,0.0000000000,0.0312350504,0.0000000000,0.8450126052,0.0000000000,0.1966384053,0.0000000000,0.0596610531,0.5250175595,0.0176334195,0.0440607630,0.0041220617,0.0001757329,0.0000000000,0.4973666668,0.4853682220,0.0000000000,0.0000000000,0.0706710741,0.0754936412,0.4785132706,0.5438932776,0.0186403170,0.0019860605,0.0895127431,0.1073355600,0.1131301373,0.1152684465,0.6106346250,0.5647966862,0.5605855584,0.5536836386,0.9171678424,0.9171870947,0.0162983760,0.0000000000,0.0000000000,0.0000000000,0.4136601985,0.4689320624,0.7551599145,0.7789067626,0.0000000000,0.1456591934,0.2425157726,0.0062629166,0.0336176604,0.0401578471,0.0027343258,0.0282519870,0.0401614197,0.0050942306
20:09:54:03.960,61,0.8724502921,0.0737678632,0.0539683960,0.0000000000,0.0000000000,0.8438032269,0.0000000000,0.8712500930,0.0742452741,0.0000000000,0.0333909057,0.0000000000,0.8444303274,0.0000000000,0.1967040896,0.0000000000,0.0593761019,0.5242962241,0.0176628884,0.0439052731,0.0041891588,0.0006227870,0.0000000000,0.5086977482,0.5001140237,0.0000000000,0.0000000000,0.0704372302,0.0751106590,0.4778883755,0.5419808626,0.0186087359,0.0019376738,0.0896320269,0.1073566973,0.1129660159,0.1150569618,0.6110185981,0.5656491518,0.5619844794,0.5549721718,0.9167404175,0.9167588353,0.0161723997,0.0000000000,0.0000000000,0.0000000000,0.4184015095,0.4722006619,0.7565804720,0.7791404724,0.0000000000,0.1483678520,0.2455413043,0.0079013556,0.0349264443,0.0410291180,0.0028816317,0.0295514204,0.0410326160,0.0052984781
